sale_price,sq_ft,acreage
547000,3530,0.3
515000,3539,0.22
505000,3540,0.23
422600,3549,0.17
532000,3558,0.51
620000,3562,0.72
415000,3563,0.23
460000,3564,0.3
537500,3564,1.02
514600,3567,0.24
384200,3580,0.18
449400,3589,0.22
505000,3593,0.26
446500,3593,0.31
412600,3595,0.22
675000,3595,0.26
509700,3595,0.28
449200,3597,0.24
450000,3597,0.25
565000,3598,0.54
499900,3607,0.29
465000,3607,0.3
405000,3610,0.55
562000,3614,0.41
473800,3634,0.24
543800,3647,0.26
546500,3665,0.29
717900,3679,0.51
568000,3691,6.72
610000,3702,0.28
535000,3714,0.39
560000,3715,0.64
594600,3719,1.21
649900,3733,0.28
527400,3738,0.43
600000,3741,0.28
574400,3755,0.27
517500,3763,0.23
435000,3766,0.89
450000,3793,0.37
575000,3795,0.4
495000,3803,0.21
535000,3820,0.41
627000,3821,0.34
699800,3821,0.34
640000,3827,0.3
621500,3837,0.33
540000,3842,0.28
401700,3852,0.15
860000,3854,0.75
650200,3855,0.34
515000,3855,0.59
508800,3870,0.23
488700,3911,0.25
526800,3921,0.21
550500,3925,0.32
635400,3932,0.24
989000,3937,0.28
645000,3937,0.31
590000,3944,0.43
667500,3963,0.35
565000,3968,0.21
516000,3970,0.27
538700,3983,0.57
873300,3989,0.34
614900,3994,0.27
690000,3994,0.3
555000,3998,0.21
478000,4007,0.43
714100,4015,0.29
635000,4020,0.51
685000,4051,0.52
613900,4066,0.23
620000,4075,0.52
685000,4081,0.35
625000,4093,0.51
654300,4126,0.35
540000,4135,0.3
682000,4143,0.39
485000,4144,0.55
450000,4147,0.27
737500,4154,0.22
689500,4165,0.24
732000,4175,0.39
493500,4201,0.51
592000,4207,0.49
500000,4257,0.88
664000,4276,0.67
837500,4287,0.37
720000,4287,0.37
625000,4307,0.6
975000,4314,0.34
656400,4315,0.22
649900,4342,0.45
401000,4365,0.23
595000,4389,0.34
415000,4419,0.25
575000,4499,2.06
510000,4504,0.5
620000,4693,0.53
667500,4788,0.51
671100,4796,0.56
814400,4807,0.34
640000,4812,0.66
580000,4821,0.84
750000,4833,0.48
799000,5028,0.34
135000,752,2.57
306000,924,9.6
149900,1008,0.76
111000,1035,0.03
107000,1035,0.03
93500,1035,0.03
66000,1035,0.03
83500,1080,1.12
165000,1158,0.13
162500,1158,0.22
170000,1189,0.12
180000,1239,0.11
210000,1239,0.12
138900,1248,0.03
127500,1248,0.03
130000,1248,0.03
114500,1248,0.03
114000,1248,0.03
185000,1248,0.09
164900,1253,0.03
148300,1253,0.03
146000,1253,0.03
143000,1253,0.03
115900,1254,0.03
127000,1254,0.03
169900,1254,0.11
175000,1269,0.13
199900,1278,0.12
215000,1279,0.12
192500,1292,0.09
209000,1295,0.16
149000,1296,5.52
186000,1298,0.09
175000,1298,0.1
189000,1309,0.11
163000,1314,0.09
160000,1314,0.11
182000,1314,0.39
172000,1314,0.39
215000,1319,0.11
175000,1323,0.11
112000,1333,0.05
174000,1335,0.12
235000,1350,0.14
165000,1350,0.16
164900,1355,0.12
96500,1358,0.04
170000,1358,0.11
193500,1358,0.13
120000,1360,0.03
86000,1360,0.03
198000,1360,0.13
175000,1366,0.14
206000,1372,0.21
208000,1378,0.11
133000,1383,0.03
137000,1383,0.03
138000,1383,0.03
134000,1383,0.03
135000,1383,0.03
127500,1383,0.03
118000,1383,0.03
110000,1386,0.04
114600,1387,0.04
110000,1387,0.05
72000,1387,0.05
94000,1387,0.05
91000,1387,0.05
127500,1387,0.06
164500,1390,0.12
195000,1394,0.11
125000,1404,1
136000,1404,1.29
144000,1408,0.15
128500,1412,0.03
125000,1412,0.04
126000,1412,0.05
134000,1412,0.05
110000,1412,0.1
232200,1422,0.09
180000,1433,0.13
247300,1435,0.1
228800,1435,0.13
261900,1435,0.3
185000,1437,0.1
189000,1437,0.1
229900,1440,0.13
239900,1442,0.11
202500,1458,0.87
165000,1466,0.1
219000,1469,0.14
168000,1476,0.17
215000,1482,0.11
126000,1488,0.12
112000,1494,1.24
235000,1497,0.24
235000,1498,0.14
172500,1502,0.11
123500,1506,0.03
126000,1506,0.04
126500,1506,0.07
57200,1512,0.99
214000,1519,0.13
274600,1525,0.16
227900,1538,0.2
169000,1540,0.06
183000,1540,0.08
205000,1544,0.1
208000,1544,0.1
175000,1544,0.1
230000,1546,0.11
167900,1548,0.16
195000,1550,0.12
230000,1561,0.55
209500,1562,0.12
105000,1565,0.08
86400,1565,0.08
133000,1565,0.09
125000,1565,0.09
82000,1565,0.09
135000,1578,0.05
129000,1578,0.05
120000,1578,0.06
90000,1578,0.08
239900,1581,0.16
205000,1582,0.11
143000,1584,0.04
189900,1594,0.02
175000,1594,0.02
179900,1594,0.02
165200,1596,0.03
162500,1596,0.03
220100,1596,0.03
147500,1602,0.04
236900,1602,0.18
200000,1604,0.13
224000,1606,0.08
188900,1608,0.13
205000,1609,0.12
255000,1610,0.16
310000,1612,8.84
170000,1613,0.1
177900,1613,0.1
199000,1613,0.16
219500,1616,0.16
210000,1620,0.17
295000,1620,2.83
75000,1625,0.1
219700,1631,0.19
195000,1635,0.11
145000,1640,0.03
136500,1640,0.03
135000,1640,0.03
215000,1650,0.16
217000,1652,0.23
176000,1661,0.13
216900,1662,0.19
198700,1689,0.13
250000,1693,0.1
194000,1695,0.16
248300,1695,0.18
212000,1698,0.14
210000,1699,0.14
150000,1699,0.17
128000,1701,1
320000,1702,5.73
222000,1706,0.17
174900,1706,0.52
209000,1709,0.15
207000,1710,0.12
223000,1710,0.13
200000,1713,0.13
290000,1716,0.14
160000,1716,0.15
207000,1720,0.11
255000,1720,0.14
219000,1720,0.19
234000,1729,0.15
247300,1732,0.14
198000,1733,0.15
217000,1744,0.14
240000,1751,0.14
205000,1751,0.14
260000,1751,0.15
304200,1752,0.14
220500,1759,0.23
185000,1759,0.23
192500,1760,0.02
183000,1760,0.02
176000,1760,0.02
160000,1760,0.02
182000,1760,0.02
207500,1762,0.11
248000,1762,0.17
250000,1762,0.21
275500,1769,0.14
278800,1769,0.14
220000,1769,0.15
171600,1772,0.15
237700,1777,0.07
247800,1777,0.08
217000,1777,0.08
246100,1777,0.08
236700,1777,0.08
213900,1777,0.08
234000,1788,0.15
249000,1793,0.15
274000,1797,0.14
283000,1798,0.17
232000,1799,0.1
233300,1801,0.15
214900,1802,0.13
180000,1802,0.14
224200,1810,0.13
233400,1810,0.13
226200,1810,0.13
224600,1810,0.13
225000,1810,0.13
