Date,TICKER,Open,High,Low,Close,Adj Close,Volume
9/25/2019,ZM,79.120003,79.989998,76.080002,79.599998,79.599998,1924100
9/26/2019,ZM,79.25,80.620003,78.614998,79.75,79.75,920000
9/27/2019,ZM,79.690002,79.824997,75.089996,76.040001,76.040001,2347400
9/30/2019,ZM,76.129997,77,74.290001,76.199997,76.199997,1356500
10/1/2019,ZM,76.43,77.489998,75.209999,75.809998,75.809998,1378100
10/2/2019,ZM,74.5,75.779999,73.660004,73.849998,73.849998,1388700
10/3/2019,ZM,73.900002,78.489998,73.389999,76.830002,76.830002,2605800
10/4/2019,ZM,77,77.782997,75.279999,76.529999,76.529999,1799500
10/7/2019,ZM,76.989998,77.43,75,76.989998,76.989998,1432200
10/8/2019,ZM,76.010002,76.353996,72.580002,73.589996,73.589996,3156600
10/9/2019,ZM,74.220001,75.059998,72.75,72.860001,72.860001,1490100
10/10/2019,ZM,72.860001,73.779999,71.010002,71.010002,71.010002,2282200
10/11/2019,ZM,71.370003,72.889999,70.902,71.349998,71.349998,2391800
10/14/2019,ZM,70.459999,71.239998,69.550003,70.800003,70.800003,2218100
10/15/2019,ZM,68.760002,71.269997,68.379997,71.110001,71.110001,10576600
10/16/2019,ZM,69.699997,69.949997,66.510002,67.690002,67.690002,6061400
10/17/2019,ZM,67.089996,68,66.760002,67.029999,67.029999,3496800
10/18/2019,ZM,66.260002,66.93,64.529999,66.080002,66.080002,4819400
10/21/2019,ZM,65.290001,66.5,64.157997,65.769997,65.769997,3076500
10/22/2019,ZM,64.199997,64.599998,61.02,62,62,4584700
10/23/2019,ZM,61.330002,63.740002,60.967999,62.060001,62.060001,3589200
10/24/2019,ZM,63,65.940002,62.759998,64.519997,64.519997,3433300
10/25/2019,ZM,64.330002,64.989998,62.790001,63.450001,63.450001,1921900
10/28/2019,ZM,63.959999,67.470001,62.259998,66.559998,66.559998,3509300
10/29/2019,ZM,65.769997,67.110001,64.800003,65.489998,65.489998,1825300
10/30/2019,ZM,65.970001,70.089996,65.660004,70,70,4670300
10/31/2019,ZM,69.519997,70.080002,66.599998,69.889999,69.889999,3405300
11/1/2019,ZM,69.860001,70.550003,68.019997,70.389999,70.389999,3561800
11/4/2019,ZM,70.809998,70.849998,69.010002,70.120003,70.120003,1563100
11/5/2019,ZM,70.709999,70.849998,66.68,66.889999,66.889999,1805900
11/6/2019,ZM,66.949997,67.129997,65.360001,66.830002,66.830002,1327400
11/7/2019,ZM,67.029999,68.68,66.209999,66.809998,66.809998,1128200
11/8/2019,ZM,66.540001,70,66.519997,69.849998,69.849998,1472400
11/11/2019,ZM,69.510002,70.190002,67.760002,68.389999,68.389999,1037500
11/12/2019,ZM,68.5,70.050003,67.559998,68,68,1911000
11/13/2019,ZM,68,68.508003,66.870003,68.010002,68.010002,1987000
11/14/2019,ZM,67.769997,68.150002,66.709999,67.739998,67.739998,932500
11/15/2019,ZM,68.129997,71.099998,67.910004,70.010002,70.010002,2311800
11/18/2019,ZM,70.470001,71.139999,68.779999,70.080002,70.080002,1676000
11/19/2019,ZM,70.190002,70.332001,68.190002,69.639999,69.639999,1704700
11/20/2019,ZM,69.25,71.709999,68.550003,70.989998,70.989998,2780700
11/21/2019,ZM,71.5,71.949997,69.580002,69.919998,69.919998,1127000
11/22/2019,ZM,72,74,71.150002,73.160004,73.160004,3051900
11/25/2019,ZM,73.800003,75.059998,72.860001,74.550003,74.550003,1936400
11/26/2019,ZM,75,75.769997,74.760002,75.160004,75.160004,1836500
11/27/2019,ZM,75.809998,75.839996,73.360001,74.080002,74.080002,1355900
11/29/2019,ZM,74.099998,74.940002,73.860001,74.5,74.5,512600
12/2/2019,ZM,74.059998,74.5,68.459999,68.93,68.93,3138600
12/3/2019,ZM,66.720001,70.529999,66.050003,70.019997,70.019997,2444200
12/4/2019,ZM,70.5,70.900002,69.150002,69.959999,69.959999,2076500
12/5/2019,ZM,70.029999,70.75,69.220001,69.669998,69.669998,3672600
12/6/2019,ZM,64.260002,65.080002,62.110001,62.740002,62.740002,11253600
12/9/2019,ZM,62.389999,67.269997,62.330002,65.940002,65.940002,5234100
12/10/2019,ZM,65.489998,65.830002,63.389999,64.57,64.57,3895700
12/11/2019,ZM,64.239998,64.449997,62.049999,63.52,63.52,3685600
12/12/2019,ZM,63.490002,64.230003,62.119999,62.490002,62.490002,3317300
12/13/2019,ZM,62.5,63.75,62.02,63.540001,63.540001,2489400
12/16/2019,ZM,63.59,66.389999,63.560001,66.349998,66.349998,3282800
12/17/2019,ZM,66.620003,66.620003,65.400002,66.169998,66.169998,2301000
12/18/2019,ZM,66.220001,68.139999,66.040001,67.599998,67.599998,2237000
12/19/2019,ZM,67.75,68.459999,67.099998,68.18,68.18,1610500
12/20/2019,ZM,68.199997,68.480003,66.415001,66.93,66.93,2201400
12/23/2019,ZM,67.019997,67.5,65.93,66.150002,66.150002,1663500
12/24/2019,ZM,66.300003,66.885002,65.739998,66.459999,66.459999,562600
12/26/2019,ZM,66.5,68.190002,66.300003,67.449997,67.449997,1387600
12/27/2019,ZM,67.510002,67.959999,66.510002,66.639999,66.639999,955400
12/30/2019,ZM,66.559998,67.18,65.519997,66.790001,66.790001,1162700
12/31/2019,ZM,66.379997,68.18,66.309998,68.040001,68.040001,1351400
1/2/2020,ZM,68.800003,69.235001,68.019997,68.720001,68.720001,1315500
1/3/2020,ZM,67.620003,68.68,67.099998,67.279999,67.279999,1127900
1/6/2020,ZM,66.629997,70.495003,65.811996,70.32,70.32,3151600
1/7/2020,ZM,70.290001,72.838997,69.370003,71.900002,71.900002,6985400
1/8/2020,ZM,71.809998,73.290001,71.029999,72.550003,72.550003,2482300
1/9/2020,ZM,73.989998,74,71.349998,72.620003,72.620003,2772000
1/10/2020,ZM,73.080002,73.800003,72.25,73.089996,73.089996,1655100
1/13/2020,ZM,73.889999,75.580002,73.800003,74.029999,74.029999,3347100
1/14/2020,ZM,74.32,75.114998,72.260002,73.160004,73.160004,1909500
1/15/2020,ZM,73.279999,77.779999,73.199997,76.940002,76.940002,3963500
1/16/2020,ZM,78,78.790001,75.110001,76.110001,76.110001,2998300
1/17/2020,ZM,76.660004,76.900002,75.489998,75.559998,75.559998,1357400
1/21/2020,ZM,75.559998,77.120003,74.32,76.730003,76.730003,1606700
1/22/2020,ZM,77.07,77.106003,75.459999,75.540001,75.540001,1501600
1/23/2020,ZM,75.669998,75.970001,74.209999,74.470001,74.470001,1279000
1/24/2020,ZM,74.970001,76.184998,72.375,73,73,1660200
1/27/2020,ZM,71.330002,72.132004,70.32,70.440002,70.440002,1750700
1/28/2020,ZM,71,72.480003,70.260002,71.510002,71.510002,1598200
1/29/2020,ZM,72.510002,74.139999,71.212997,73.580002,73.580002,1373400
1/30/2020,ZM,73.099998,74.800003,72.550003,74.540001,74.540001,1425400
1/31/2020,ZM,74.269997,76.669998,73.300003,76.300003,76.300003,2521700
2/3/2020,ZM,77.690002,88.940002,77.510002,87.660004,87.660004,13023400
2/4/2020,ZM,91.040001,93.300003,83.5,85.790001,85.790001,10611000
2/5/2020,ZM,85.769997,90.970001,83.754997,86.989998,86.989998,5126800
2/6/2020,ZM,87,89.440002,85.260002,87.260002,87.260002,2410800
2/7/2020,ZM,87.230003,90.599998,86.809998,88.639999,88.639999,2636600
2/10/2020,ZM,89.089996,89.980003,86.910004,89.669998,89.669998,2071600
2/11/2020,ZM,90,90.5,87.93,88.68,88.68,2731900
2/12/2020,ZM,88.660004,89.5,86.519997,88.279999,88.279999,1671100
2/13/2020,ZM,87.610001,91.93,87,89.860001,89.860001,3406400
2/14/2020,ZM,90.879997,91.709999,89.809998,90.949997,90.949997,2295000
2/18/2020,ZM,93.019997,98.139999,92.400002,96.389999,96.389999,5608200
2/19/2020,ZM,100.32,105.080002,99.75,103.93,103.93,7793800
2/20/2020,ZM,104,110.75,101.43,105.290001,105.290001,11293200
2/21/2020,ZM,104.029999,104.290001,98.089996,101.760002,101.760002,5519200
2/24/2020,ZM,97.800003,110,97.019997,105.010002,105.010002,12172800
2/25/2020,ZM,108.519997,111.800003,104.466003,107.080002,107.080002,13425900
2/26/2020,ZM,109.943001,111.300003,105.599998,106.879997,106.879997,6867500
2/27/2020,ZM,109.43,118,107.599998,113.550003,113.550003,13511800
2/28/2020,ZM,121.07,121.93,97.370003,105,105,21617100
3/2/2020,ZM,109.349998,114.5,102.5,113.110001,113.110001,10157400
3/3/2020,ZM,114.550003,119.199997,112.110001,117.470001,117.470001,11033700
3/4/2020,ZM,118.510002,119.970001,113.110001,116.800003,116.800003,12102600
3/5/2020,ZM,110.25,129.830002,110,125,125,28149400
3/6/2020,ZM,119.650002,122,107,114.32,114.32,22975700
3/9/2020,ZM,105,116.5,100.879997,113.75,113.75,14571300
3/10/2020,ZM,113.800003,113.800003,105,108.489998,108.489998,10244000
3/11/2020,ZM,108.410004,113.989998,107,110.300003,110.300003,12576700
3/12/2020,ZM,106.25,113.871002,104.389999,109.470001,109.470001,12097900
3/13/2020,ZM,113,113.800003,104.160004,107.470001,107.470001,9233500
3/16/2020,ZM,105,119.870003,103.199997,107.860001,107.860001,17210700
3/17/2020,ZM,107.330002,113.830002,102,111.099998,111.099998,18721500
3/18/2020,ZM,111,119,108.849998,118.709999,118.709999,13594300
3/19/2020,ZM,122.949997,132.229996,119.099998,123.769997,123.769997,16248400
3/20/2020,ZM,129,135.979996,124,130.550003,130.550003,13872600
3/23/2020,ZM,141.996994,164.940002,137.25,159.559998,159.559998,27681500
3/24/2020,ZM,154,155,133.880005,135.179993,135.179993,22401300
3/25/2020,ZM,140.104996,149,136.199997,138.110001,138.110001,14743000
3/26/2020,ZM,140.509995,146.649994,138.199997,141.149994,141.149994,9252700
3/27/2020,ZM,145.699997,154.970001,145.600006,151.699997,151.699997,13271900
3/30/2020,ZM,160.759995,161.690002,147.199997,150.880005,150.880005,15762200
3/31/2020,ZM,147.020004,149.789993,143.356995,146.119995,146.119995,10023700
4/1/2020,ZM,144.5,144.600006,135.179993,137,137,11453300
4/2/2020,ZM,125.300003,133.488998,114.5,121.93,121.93,27313800
4/3/2020,ZM,124.300003,128.479996,120.110001,128.199997,128.199997,12238100
4/6/2020,ZM,113.629997,125.175003,108.529999,122.940002,122.940002,25378900
4/7/2020,ZM,118.004997,118.440002,109.570999,113.75,113.75,20166200
4/8/2020,ZM,115.019997,125.877998,112.5,117.809998,117.809998,26243300
4/9/2020,ZM,117.800003,125.5,114,124.510002,124.510002,15513000
4/13/2020,ZM,127,136.860001,125.603996,135.919998,135.919998,15411700
4/14/2020,ZM,141.070007,145.199997,139.009995,141.889999,141.889999,11679900
4/15/2020,ZM,141.710007,152.570007,140,151.559998,151.559998,14193300
4/16/2020,ZM,149.919998,154.25,146.800003,150.259995,150.259995,15138200
4/17/2020,ZM,147.910004,153.789001,144.029999,150.059998,150.059998,11328400
4/20/2020,ZM,153.300003,155,148.253998,148.990005,148.990005,11218700
4/21/2020,ZM,151.419998,154.75,138.360001,143.270004,143.270004,9709100
4/22/2020,ZM,147.100006,152.279999,145.100006,150.25,150.25,6552800
4/23/2020,ZM,154.009995,169.75,153.490005,169.089996,169.089996,22159800
4/24/2020,ZM,177.149994,181.5,158.300003,158.800003,158.800003,44049500
4/27/2020,ZM,156.589996,167.850006,155,164.600006,164.600006,19783700
4/28/2020,ZM,165,166,155.25,156.720001,156.720001,13477800
4/29/2020,ZM,147.979996,151,143.380005,146.479996,146.479996,22033300
4/30/2020,ZM,139.990005,143.800003,133.679993,135.169998,135.169998,16647100
5/1/2020,ZM,136,141.630005,132.669998,138.559998,138.559998,13807000
5/4/2020,ZM,140.770004,144.979996,140.449997,143.440002,143.440002,9184700
5/5/2020,ZM,144.429993,148.440002,140.860001,144.820007,144.820007,7376300
5/6/2020,ZM,145.470001,150.740005,144.089996,149.589996,149.589996,6031100
5/7/2020,ZM,154.839996,162,154.039993,157.800003,157.800003,8388900
5/8/2020,ZM,160,161.160004,152.705002,155.399994,155.399994,7079100
5/11/2020,ZM,159.429993,168,158,166.479996,166.479996,10128500
5/12/2020,ZM,168,168.229996,160.050003,161.039993,161.039993,7102600
5/13/2020,ZM,163.610001,171.5,159.169998,167.139999,167.139999,11081300
5/14/2020,ZM,168.259995,170.800003,162.889999,167.910004,167.910004,6730500
5/15/2020,ZM,166.75,175.440002,166.559998,174.830002,174.830002,8540500
5/18/2020,ZM,170.029999,173.440002,162.641998,164.690002,164.690002,9636800
5/19/2020,ZM,167,173.860001,166.210007,173.679993,173.679993,8485500
5/20/2020,ZM,173.529999,175.639999,170.529999,175.479996,175.479996,6910000
5/21/2020,ZM,175.960007,177.800003,168.360001,172.029999,172.029999,5525300
5/22/2020,ZM,171.860001,175.889999,170.199997,171.059998,171.059998,4302200
5/26/2020,ZM,169.100006,169.690002,163.119995,164,164,6689700
5/27/2020,ZM,158.009995,162.220001,149.160004,161.970001,161.970001,10076700
5/28/2020,ZM,159.229996,169.399994,159.199997,163.550003,163.550003,6386800
5/29/2020,ZM,168,179.990005,167.860001,179.479996,179.479996,15311300
6/1/2020,ZM,183.179993,205.869995,183,204.149994,204.149994,24394400
6/2/2020,ZM,210.25,212.690002,197.320007,208.080002,208.080002,36853400
6/3/2020,ZM,211.699997,224.460007,202.320007,223.869995,223.869995,32390100
6/4/2020,ZM,221,223,207.600006,210.350006,210.350006,20212600
6/5/2020,ZM,200.110001,208.940002,196.100006,207.600006,207.600006,16298700
6/8/2020,ZM,204.350006,211.440002,198.660004,209.830002,209.830002,10457500
6/9/2020,ZM,209.830002,210.589996,202.929993,205.429993,205.429993,7521800
6/10/2020,ZM,208.889999,221.529999,208.259995,221.020004,221.020004,12241100
6/11/2020,ZM,219.179993,232,218.5,222.070007,222.070007,17615800
6/12/2020,ZM,224.789993,231.449997,216.75,219.520004,219.520004,8766000
6/15/2020,ZM,227.839996,239.589996,226.380005,239.020004,239.020004,13959100
6/16/2020,ZM,235.990005,243.5,231.820999,242.559998,242.559998,11333300
6/17/2020,ZM,243.179993,243.880005,235.119995,236.759995,236.759995,11691400
6/18/2020,ZM,240.389999,242.610001,238.220001,241.570007,241.570007,9340900
6/19/2020,ZM,241.639999,243.570007,238.703995,243.479996,243.479996,10077500
6/22/2020,ZM,247.464996,254.899994,247.289993,251.270004,251.270004,11093700
6/23/2020,ZM,251.259995,254.774994,247.570007,252.809998,252.809998,8791500
6/24/2020,ZM,254.5,258.75,248.600006,255.899994,255.899994,9862800
6/25/2020,ZM,258.230011,260.290009,252.660004,259.51001,259.51001,7490500
6/26/2020,ZM,260.519989,261.619995,250.360001,256.799988,256.799988,17142900
6/29/2020,ZM,254.970001,255.899994,243.589996,248.559998,248.559998,8436400
6/30/2020,ZM,249.869995,256.829987,248.350006,253.539993,253.539993,6305500
7/1/2020,ZM,251.350006,261,247.210007,259.130005,259.130005,6803300
7/2/2020,ZM,261,263.799988,258,261.73999,261.73999,5629000
7/6/2020,ZM,265,275.079987,259.320007,261,261,12250200
7/7/2020,ZM,261.549988,266.450012,258.100006,262.100006,262.100006,7819700
7/8/2020,ZM,263.799988,268.528015,261.290009,266.320007,266.320007,6012900
7/9/2020,ZM,269.01001,272.700012,264.220001,269.519989,269.519989,5396000
7/10/2020,ZM,271.769989,278.160004,268.640015,275.869995,275.869995,6354800
7/13/2020,ZM,278.630005,281,256.338013,260.299988,260.299988,9293000
7/14/2020,ZM,260.959991,265.329987,240.449997,260.01001,260.01001,8713100
7/15/2020,ZM,253.699997,257.5,248.119995,256.220001,256.220001,6073600
7/16/2020,ZM,250.389999,253,243.429993,248.539993,248.539993,5420100
7/17/2020,ZM,247.169998,250.936996,241.289993,246.539993,246.539993,4626600
7/20/2020,ZM,246.487,271.350006,245.990005,268.579987,268.579987,9784900
7/21/2020,ZM,268.75,269.75,258.200012,260.440002,260.440002,4762000
7/22/2020,ZM,261.950012,265.399994,255.809998,261.179993,261.179993,4581600
7/23/2020,ZM,260.839996,264.899994,249.210007,251.5,251.5,4589400
7/24/2020,ZM,246.199997,250.210007,237.199997,246.559998,246.559998,4303200
7/27/2020,ZM,249.279999,252.970001,246.220001,252.330002,252.330002,3328600
7/28/2020,ZM,252.699997,258.910004,251.320007,252.179993,252.179993,3366200
7/29/2020,ZM,255.550003,259.929993,251.149994,252.389999,252.389999,3333700
7/30/2020,ZM,250.313995,256.325989,239.320007,250,250,7926100
7/31/2020,ZM,253.5,255.199997,248.360001,253.910004,253.910004,3381100
8/3/2020,ZM,256.829987,271.100006,256.109985,268,268,6779300
8/4/2020,ZM,268,269.190002,262,267.339996,267.339996,3087300
8/5/2020,ZM,266.290009,275.093994,262.519989,272.899994,272.899994,4514900
8/6/2020,ZM,273.869995,274.480011,263.910004,268.25,268.25,3602900
8/7/2020,ZM,266.450012,268,252.789993,258.730011,258.730011,5024700
8/10/2020,ZM,259.140015,261.440002,244.539993,250,250,5714000
8/11/2020,ZM,245.479996,245.479996,230,231.039993,231.039993,9730500
8/12/2020,ZM,232.300003,239.399994,230.75,236.720001,236.720001,3932300
8/13/2020,ZM,238.149994,250.100006,238.149994,247.25,247.25,4749700
8/14/2020,ZM,249.440002,252.429993,242.399994,244.910004,244.910004,3662800
8/17/2020,ZM,248.699997,267.940002,248.509995,266.149994,266.149994,8959200
8/18/2020,ZM,271.720001,277.779999,265.5,276.799988,276.799988,6517000
8/19/2020,ZM,274.684998,279.589996,270.321991,273.51001,273.51001,4674000
8/20/2020,ZM,274.450012,290.880005,273.98999,290.690002,290.690002,9318400
8/21/2020,ZM,291,295.970001,286.944,289.679993,289.679993,5250100
8/24/2020,ZM,293,293.869995,274.105988,282.279999,282.279999,6463500
8/25/2020,ZM,279,293.721985,275.809998,290.440002,290.440002,4602900
8/26/2020,ZM,293,302,290.850006,295.269989,295.269989,5692100
8/27/2020,ZM,295.690002,301.519989,290.329987,294.679993,294.679993,5560600
8/28/2020,ZM,299.220001,303.579987,297.26001,299.269989,299.269989,5342300
9/3/2019,WORK,28.389999,29.219999,27.91,28.76,28.76,6052000
9/4/2019,WORK,29.24,31.280001,28.940001,31.07,31.07,13472700
9/5/2019,WORK,26.469999,31.209999,26,30.01,30.01,43956900
9/6/2019,WORK,29.75,29.98,27.299999,27.379999,27.379999,15019200
9/9/2019,WORK,27.58,27.6,23.93,24.92,24.92,29281800
9/10/2019,WORK,24.809999,26.860001,24.5,26.75,26.75,15140200
9/11/2019,WORK,26.26,26.26,25.15,25.25,25.25,7759200
9/12/2019,WORK,25.549999,25.9,25,25.620001,25.620001,5540900
9/13/2019,WORK,25.620001,25.695999,24.360001,24.49,24.49,6592300
9/16/2019,WORK,24.25,26.209999,24.200001,26.1,26.1,8264600
9/17/2019,WORK,26,27.41,25.775999,26.219999,26.219999,8047600
9/18/2019,WORK,26.26,26.75,24.940001,25.709999,25.709999,5481600
9/19/2019,WORK,25.82,25.959999,24.99,25.719999,25.719999,6447000
9/20/2019,WORK,25.85,26.1,25.049999,25.370001,25.370001,9361200
9/23/2019,WORK,25.209999,25.245001,23.700001,24.16,24.16,13344700
9/24/2019,WORK,23.9,24.41,23.02,23.200001,23.200001,10589900
9/25/2019,WORK,23,23.24,21.43,22.73,22.73,13027600
9/26/2019,WORK,22.41,22.940001,21.959999,22.629999,22.629999,5559600
9/27/2019,WORK,22.51,22.754999,21.25,22.059999,22.059999,6277000
9/30/2019,WORK,22.75,24.405001,22.26,23.73,23.73,12192500
